review_id,product,review_text,rating,date
895,Phone Case,"Absolutely love it, would buy again.",5,2025-04-21
896,Bluetooth Speaker,Stopped working after a few uses.,2,2025-04-21
897,Wireless Earbuds,Great value for the price.,4,2025-04-21
898,Tablet,Would not recommend to anyone.,2,2025-04-21
899,Phone Case,Great value for the price.,4,2025-04-21
900,Tablet,Great value for the price.,4,2025-04-21
901,Gaming Mouse,Sound quality is amazing and very durable.,5,2025-04-21
902,Laptop Stand,Stopped working after a few uses.,2,2025-04-21
903,Gaming Mouse,Would not recommend to anyone.,2,2025-04-21
904,Tablet,"Absolutely love it, would buy again.",4,2025-04-21
905,Smart Watch,Not worth the money.,3,2025-04-21
906,Smart Watch,Would not recommend to anyone.,2,2025-04-21
907,Keyboard,Sound quality is amazing and very durable.,4,2025-04-21
908,Laptop Stand,Stopped working after a few uses.,3,2025-04-21
909,Tablet,Great value for the price.,4,2025-04-21
910,Smart Watch,"Very disappointed, poor quality.",3,2025-04-21
911,Phone Case,"Terrible experience, broke in a week.",1,2025-04-21
912,Tablet,Not worth the money.,1,2025-04-21
913,Phone Case,"Terrible experience, broke in a week.",1,2025-04-21
914,Keyboard,Stopped working after a few uses.,2,2025-04-21
915,Tablet,"Terrible experience, broke in a week.",1,2025-04-21
916,Laptop Stand,"Terrible experience, broke in a week.",2,2025-04-21
917,Laptop Stand,Excellent product! Very satisfied.,4,2025-04-21
918,Laptop Stand,"Very disappointed, poor quality.",1,2025-04-21
919,Smart Watch,Would not recommend to anyone.,3,2025-04-21
920,Bluetooth Speaker,Excellent product! Very satisfied.,4,2025-04-21
921,Bluetooth Speaker,Stopped working after a few uses.,3,2025-04-21
922,Gaming Mouse,Not worth the money.,2,2025-04-21
923,Tablet,Not worth the money.,1,2025-04-21
924,Keyboard,Sound quality is amazing and very durable.,4,2025-04-21
925,Phone Case,Excellent product! Very satisfied.,4,2025-04-21
926,Smart Watch,"Terrible experience, broke in a week.",2,2025-04-21
927,Bluetooth Speaker,Super convenient and reliable.,4,2025-04-21
928,Smart Watch,Excellent product! Very satisfied.,4,2025-04-21
929,Keyboard,Stopped working after a few uses.,1,2025-04-21
930,Bluetooth Speaker,Not worth the money.,1,2025-04-21
931,Wireless Earbuds,Stopped working after a few uses.,3,2025-04-21
932,Smart Watch,Would not recommend to anyone.,3,2025-04-21
933,Phone Case,"Terrible experience, broke in a week.",3,2025-04-21
934,Smart Watch,"Terrible experience, broke in a week.",1,2025-04-21
935,Tablet,Super convenient and reliable.,4,2025-04-21
936,Bluetooth Speaker,Great value for the price.,5,2025-04-21
937,Bluetooth Speaker,Excellent product! Very satisfied.,5,2025-04-21
938,Laptop Stand,"Very disappointed, poor quality.",1,2025-04-21
939,Wireless Earbuds,Excellent product! Very satisfied.,4,2025-04-21
940,Tablet,Excellent product! Very satisfied.,4,2025-04-21
941,Smart Watch,Not worth the money.,2,2025-04-21
942,Bluetooth Speaker,Stopped working after a few uses.,1,2025-04-21
943,Smart Watch,Excellent product! Very satisfied.,5,2025-04-21
944,Gaming Mouse,Stopped working after a few uses.,3,2025-04-21
945,Smart Watch,Excellent product! Very satisfied.,4,2025-04-21
946,Phone Case,Great value for the price.,5,2025-04-21
947,Tablet,"Terrible experience, broke in a week.",2,2025-04-21
948,Gaming Mouse,Excellent product! Very satisfied.,5,2025-04-21
949,Keyboard,"Very disappointed, poor quality.",2,2025-04-21
950,Tablet,Not worth the money.,1,2025-04-21
951,Phone Case,Sound quality is amazing and very durable.,4,2025-04-21
952,Keyboard,Would not recommend to anyone.,3,2025-04-21
953,Tablet,Super convenient and reliable.,5,2025-04-21
954,Gaming Mouse,Sound quality is amazing and very durable.,5,2025-04-21
955,Tablet,"Absolutely love it, would buy again.",5,2025-04-21
956,Wireless Earbuds,Great value for the price.,5,2025-04-21
957,Wireless Earbuds,Great value for the price.,4,2025-04-21
958,Keyboard,"Absolutely love it, would buy again.",5,2025-04-21
959,Keyboard,Super convenient and reliable.,4,2025-04-21
960,Wireless Earbuds,Super convenient and reliable.,5,2025-04-21
961,Tablet,Excellent product! Very satisfied.,5,2025-04-21
962,Gaming Mouse,Great value for the price.,5,2025-04-21
963,Wireless Earbuds,Super convenient and reliable.,5,2025-04-21
964,Keyboard,Excellent product! Very satisfied.,5,2025-04-21
965,Tablet,"Terrible experience, broke in a week.",2,2025-04-21
966,Tablet,"Terrible experience, broke in a week.",2,2025-04-21
967,Wireless Earbuds,"Absolutely love it, would buy again.",5,2025-04-21
968,Wireless Earbuds,Excellent product! Very satisfied.,5,2025-04-21
969,Laptop Stand,"Very disappointed, poor quality.",2,2025-04-21
970,Wireless Earbuds,"Absolutely love it, would buy again.",5,2025-04-21
971,Tablet,Stopped working after a few uses.,1,2025-04-21
972,Smart Watch,Excellent product! Very satisfied.,5,2025-04-21
973,Gaming Mouse,Would not recommend to anyone.,3,2025-04-21
974,Gaming Mouse,Excellent product! Very satisfied.,4,2025-04-21
975,Tablet,"Absolutely love it, would buy again.",4,2025-04-21
976,Bluetooth Speaker,Sound quality is amazing and very durable.,4,2025-04-21
977,Keyboard,"Absolutely love it, would buy again.",4,2025-04-21
978,Gaming Mouse,"Absolutely love it, would buy again.",4,2025-04-21
979,Smart Watch,Stopped working after a few uses.,3,2025-04-21
980,Phone Case,"Terrible experience, broke in a week.",3,2025-04-21
981,Wireless Earbuds,Would not recommend to anyone.,2,2025-04-21
982,Phone Case,Sound quality is amazing and very durable.,4,2025-04-21
983,Keyboard,Would not recommend to anyone.,2,2025-04-21
984,Keyboard,Great value for the price.,5,2025-04-21
985,Gaming Mouse,Stopped working after a few uses.,1,2025-04-21
986,Phone Case,Would not recommend to anyone.,3,2025-04-21
987,Bluetooth Speaker,Would not recommend to anyone.,3,2025-04-21
988,Laptop Stand,Sound quality is amazing and very durable.,5,2025-04-21
989,Gaming Mouse,Sound quality is amazing and very durable.,5,2025-04-21
990,Smart Watch,Would not recommend to anyone.,2,2025-04-21
991,Keyboard,Stopped working after a few uses.,1,2025-04-21
992,Smart Watch,"Absolutely love it, would buy again.",4,2025-04-21
993,Wireless Earbuds,Sound quality is amazing and very durable.,5,2025-04-21
994,Phone Case,"Very disappointed, poor quality.",1,2025-04-21
995,Wireless Earbuds,Not worth the money.,3,2025-04-21
996,Wireless Earbuds,Stopped working after a few uses.,1,2025-04-21
997,Laptop Stand,Not worth the money.,3,2025-04-21
998,Bluetooth Speaker,"Absolutely love it, would buy again.",5,2025-04-21
999,Keyboard,Would not recommend to anyone.,1,2025-04-21
1000,Wireless Earbuds,Not worth the money.,3,2025-04-21
